var_name,   data_type, decimal_pos,var_desc
430_AvgDailyCCEPermCap,    Numeric,0,
510_RegCapCode,    Numeric,0,
510_AvgDailyCCECET1,    Numeric,0,
510_AvgDailyCCETier2,    Numeric,0,
510_AvgDailyCCETotRegCap,    Numeric,0,
510_AvgDailyCCEPermCap,    Numeric,0,
520_RegCapCode,    Numeric,0,
520_AvgDailyCCECET1,    Numeric,0,
520_AvgDailyCCETier2,    Numeric,0,
520_AvgDailyCCETotRegCap,    Numeric,0,
520_AvgDailyCCEPermCap,    Numeric,0,
600_RegCapCode,    Numeric,0,
600_AvgDailyCCECET1,    Numeric,0,
600_AvgDailyCCETier2,    Numeric,0,
600_AvgDailyCCETotRegCap,    Numeric,0,
600_AvgDailyCCEPermCap,    Numeric,0,
700_RegCapCode,    Numeric,0,
700_AvgDailyCCECET1,    Numeric,0,
700_AvgDailyCCETier2,    Numeric,0,
700_AvgDailyCCETotRegCap,    Numeric,0,
700_AvgDailyCCEPermCap,    Numeric,0,
800_RegCapCode,    Numeric,0,
800_AvgDailyCCECET1,    Numeric,0,
800_AvgDailyCCETier2,    Numeric,0,
800_AvgDailyCCETotRegCap,    Numeric,0,
800_AvgDailyCCEPermCap,    Numeric,0,
900_RegCapCode,    Numeric,0,
900_AvgDailyCCECET1,    Numeric,0,
900_AvgDailyCCETier2,    Numeric,0,
900_AvgDailyCCETotRegCap,    Numeric,0,
900_AvgDailyCCEPermCap,    Numeric,0,
1000_RegCapCode,    Numeric,0,
1000_AvgDailyCCECET1,    Numeric,0,
1000_AvgDailyCCETier2,    Numeric,0,
1000_AvgDailyCCETotRegCap,    Numeric,0,
1000_AvgDailyCCEPermCap,    Numeric,0,
1110_RegCapCode,    Numeric,0,
1110_AvgDailyCCECET1,    Numeric,0,
1110_AvgDailyCCETier2,    Numeric,0,
1110_AvgDailyCCETotRegCap,    Numeric,0,
1110_AvgDailyCCEPermCap,    Numeric,0,
1120_RegCapCode,    Numeric,0,
1120_AvgDailyCCECET1,    Numeric,0,
1120_AvgDailyCCETier2,    Numeric,0,
1120_AvgDailyCCETotRegCap,    Numeric,0,
1120_AvgDailyCCEPermCap,    Numeric,0,
1200_RegCapCode,    Numeric,0,
1200_AvgDailyCCECET1,    Numeric,0,
1200_AvgDailyCCETier2,    Numeric,0,
1200_AvgDailyCCETotRegCap,    Numeric,0,
1200_AvgDailyCCEPermCap,    Numeric,0,
1310_RegCapCode,    Numeric,0,
1310_AvgDailyCCECET1,    Numeric,0,
1310_AvgDailyCCETier2,    Numeric,0,
1310_AvgDailyCCETotRegCap,    Numeric,0,
1310_AvgDailyCCEPermCap,    Numeric,0,
1320_RegCapCode,    Numeric,0,
1320_AvgDailyCCECET1,    Numeric,0,
1320_AvgDailyCCETier2,    Numeric,0,
1320_AvgDailyCCETotRegCap,    Numeric,0,
1320_AvgDailyCCEPermCap,    Numeric,0,
1330_RegCapCode,    Numeric,0,
1330_AvgDailyCCECET1,    Numeric,0,
1330_AvgDailyCCETier2,    Numeric,0,
1330_AvgDailyCCETotRegCap,    Numeric,0,
1330_AvgDailyCCEPermCap,    Numeric,0,
1400_RegCapCode,    Numeric,0,
1400_AvgDailyCCECET1,    Numeric,0,
1400_AvgDailyCCETier2,    Numeric,0,
1400_AvgDailyCCETotRegCap,    Numeric,0,
1400_AvgDailyCCEPermCap,    Numeric,0,
1500_RegCapCode,    Numeric,0,
1500_AvgDailyCCECET1,    Numeric,0,
1500_AvgDailyCCETier2,    Numeric,0,
1500_AvgDailyCCETotRegCap,    Numeric,0,
1500_AvgDailyCCEPermCap,    Numeric,0,
1600_RegCapCode,    Numeric,0,
1600_AvgDailyCCECET1,    Numeric,0,
1600_AvgDailyCCETier2,    Numeric,0,
1600_AvgDailyCCETotRegCap,    Numeric,0,
1600_AvgDailyCCEPermCap,    Numeric,0,
1700_RegCapCode,    Numeric,0,
1700_AvgDailyCCECET1,    Numeric,0,
1700_AvgDailyCCETier2,    Numeric,0,
1700_AvgDailyCCETotRegCap,    Numeric,0,
1700_AvgDailyCCEPermCap,    Numeric,0,
1800_RegCapCode,    Numeric,0,
1800_AvgDailyCCECET1,    Numeric,0,
1800_AvgDailyCCETier2,    Numeric,0,
1800_AvgDailyCCETotRegCap,    Numeric,0,
1800_AvgDailyCCEPermCap,    Numeric,0,
1900_RegCapCode,    Numeric,0,
1900_AvgDailyCCECET1,    Numeric,0,
1900_AvgDailyCCETier2,    Numeric,0,
1900_AvgDailyCCETotRegCap,    Numeric,0,
1900_AvgDailyCCEPermCap,    Numeric,0,
2000_RegCapCode,    Numeric,0,
2000_AvgDailyCCECET1,    Numeric,0,
2000_AvgDailyCCETier2,    Numeric,0,
2000_AvgDailyCCETotRegCap,    Numeric,0,
2000_AvgDailyCCEPermCap,    Numeric,0,
2100_RegCapCode,    Numeric,0,
2100_AvgDailyCCECET1,    Numeric,0,
2100_AvgDailyCCETier2,    Numeric,0,
2100_AvgDailyCCETotRegCap,    Numeric,0,
2100_AvgDailyCCEPermCap,    Numeric,0,
AvgDailyRWABfrDed,    Numeric,0,
AvgDailySysEquityInvest,    Numeric,0,
AvgDailyTotDedRegCap,    Numeric,0,
AvgDailyRWABfrAllowDed,    Numeric,0,
AvgDailyAllowRsrvNotTier2,    Numeric,0,
AvgDailyRWARegCap,    Numeric,0,
AvgDailyRWAPermCap,    Numeric,0,
