var_name,   data_type, decimal_pos,var_desc
51_BKVALFORSALE,    Numeric,0,
51_MKTVALFORSALE,    Numeric,0,
52_INV_CODE,    Numeric,0,
52_BKVAL,    Numeric,0,
52_MKTVAL,    Numeric,0,
52_BKVALFORSALE,    Numeric,0,
52_MKTVALFORSALE,    Numeric,0,
60_INV_CODE,    Numeric,0,
60_BKVAL,    Numeric,0,
60_MKTVAL,    Numeric,0,
60_BKVALFORSALE,    Numeric,0,
60_MKTVALFORSALE,    Numeric,0,
62_INV_CODE,    Numeric,0,
62_BKVAL,    Numeric,0,
62_MKTVAL,    Numeric,0,
62_BKVALFORSALE,    Numeric,0,
62_MKTVALFORSALE,    Numeric,0,
64_INV_CODE,    Numeric,0,
64_BKVAL,    Numeric,0,
64_MKTVAL,    Numeric,0,
64_BKVALFORSALE,    Numeric,0,
64_MKTVALFORSALE,    Numeric,0,
65_INV_CODE,    Numeric,0,
65_BKVAL,    Numeric,0,
65_MKTVAL,    Numeric,0,
65_BKVALFORSALE,    Numeric,0,
65_MKTVALFORSALE,    Numeric,0,
66_INV_CODE,    Numeric,0,
66_BKVAL,    Numeric,0,
66_MKTVAL,    Numeric,0,
66_BKVALFORSALE,    Numeric,0,
66_MKTVALFORSALE,    Numeric,0,
68_INV_CODE,    Numeric,0,
68_BKVAL,    Numeric,0,
68_MKTVAL,    Numeric,0,
68_BKVALFORSALE,    Numeric,0,
68_MKTVALFORSALE,    Numeric,0,
69_INV_CODE,    Numeric,0,
69_BKVAL,    Numeric,0,
69_MKTVAL,    Numeric,0,
69_BKVALFORSALE,    Numeric,0,
69_MKTVALFORSALE,    Numeric,0,
71_INV_CODE,    Numeric,0,
71_BKVAL,    Numeric,0,
71_MKTVAL,    Numeric,0,
71_BKVALFORSALE,    Numeric,0,
71_MKTVALFORSALE,    Numeric,0,
72_INV_CODE,    Numeric,0,
72_BKVAL,    Numeric,0,
72_MKTVAL,    Numeric,0,
72_BKVALFORSALE,    Numeric,0,
72_MKTVALFORSALE,    Numeric,0,
73_INV_CODE,    Numeric,0,
73_BKVAL,    Numeric,0,
73_MKTVAL,    Numeric,0,
73_BKVALFORSALE,    Numeric,0,
73_MKTVALFORSALE,    Numeric,0,
81_INV_CODE,    Numeric,0,
81_BKVAL,    Numeric,0,
81_MKTVAL,    Numeric,0,
81_BKVALFORSALE,    Numeric,0,
81_MKTVALFORSALE,    Numeric,0,
82_INV_CODE,    Numeric,0,
82_BKVAL,    Numeric,0,
82_MKTVAL,    Numeric,0,
82_BKVALFORSALE,    Numeric,0,
82_MKTVALFORSALE,    Numeric,0,
86_INV_CODE,    Numeric,0,
86_BKVAL,    Numeric,0,
86_MKTVAL,    Numeric,0,
86_BKVALFORSALE,    Numeric,0,
86_MKTVALFORSALE,    Numeric,0,
87_INV_CODE,    Numeric,0,
87_BKVAL,    Numeric,0,
87_MKTVAL,    Numeric,0,
87_BKVALFORSALE,    Numeric,0,
87_MKTVALFORSALE,    Numeric,0,
88_INV_CODE,    Numeric,0,
88_BKVAL,    Numeric,0,
88_MKTVAL,    Numeric,0,
88_BKVALFORSALE,    Numeric,0,
88_MKTVALFORSALE,    Numeric,0,
95_INV_CODE,    Numeric,0,
95_BKVAL,    Numeric,0,
95_MKTVAL,    Numeric,0,
95_BKVALFORSALE,    Numeric,0,
95_MKTVALFORSALE,    Numeric,0,
99_INV_CODE,    Numeric,0,
99_BKVAL,    Numeric,0,
99_MKTVAL,    Numeric,0,
99_BKVALFORSALE,    Numeric,0,
99_MKTVALFORSALE,    Numeric,0,
141_INV_CODE,    Numeric,0,
141_BKVAL,    Numeric,0,
141_MKTVAL,    Numeric,0,
141_BKVALFORSALE,    Numeric,0,
141_MKTVALFORSALE,    Numeric,0,
142_INV_CODE,    Numeric,0,
142_BKVAL,    Numeric,0,
142_MKTVAL,    Numeric,0,
142_BKVALFORSALE,    Numeric,0,
142_MKTVALFORSALE,    Numeric,0,
143_INV_CODE,    Numeric,0,
143_BKVAL,    Numeric,0,
143_MKTVAL,    Numeric,0,
143_BKVALFORSALE,    Numeric,0,
143_MKTVALFORSALE,    Numeric,0,
144_INV_CODE,    Numeric,0,
144_BKVAL,    Numeric,0,
144_MKTVAL,    Numeric,0,
144_BKVALFORSALE,    Numeric,0,
144_MKTVALFORSALE,    Numeric,0,
145_INV_CODE,    Numeric,0,
145_BKVAL,    Numeric,0,
145_MKTVAL,    Numeric,0,
145_BKVALFORSALE,    Numeric,0,
145_MKTVALFORSALE,    Numeric,0,
146_INV_CODE,    Numeric,0,
146_BKVAL,    Numeric,0,
146_MKTVAL,    Numeric,0,
146_BKVALFORSALE,    Numeric,0,
146_MKTVALFORSALE,    Numeric,0,
